Rent,Utilities,Groceries,Eating Out,Clothing,Apartment Spending,Gifts,Subscriptions,Misc,Venmo,Car,Total
0,18.16,389.48,1032.0199999999998,77.97,215.29,0,199,247.26000000000002,-177.01,2443.66,4445.83
